,Hotel_Name,Location,Destination,Facilities,Original Price,Current Price,Taxes and Charges,Discount,Price per Day,Hotel_Rating,Rating_Category,Preferred_Hotel,Reviews_available,Free_cancellation,pay at the property,Breakfast included?
123,Super Collection O Ramgarh Mod Near Hawa Mahal,"Amer Fort Road, Jaipur",Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,64830.0,42139.0,6009.0,22691.0,1719.57,8.9,Fabulous,No,7.0,YES,YES,NO
124,Super Collection O Kalyanpura Jaipur formerly Alpine,Jaipur,Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,73551.0,47808.0,6689.0,25743.0,1946.32,7.3,Good,No,46.0,YES,YES,NO
125,The Park Classic,Jaipur,Jaipur,"Executive Double Room2 beds (1 large double, 1 futon)",54200.0,48780.0,5854.0,5420.0,1951.21,7.9,Good,No,0.0,YES,NO,NO
126,Radisson Jaipur City Center,Jaipur,Jaipur,"Standard Room: (20% off on session of Spa, Enjoy Happy Hours 1+1 offer on Alcoholic Beverages  (Except Dragon House), Soft Beverages ,Laundry service)Multiple bed typesNo prepayment needed – ",0.0,1789.0,322056.0,0.0,11565.89,5.9,Review Score,No,139.0,YES,YES,NO
127,"Treebo The Royal CM, 4 Km From City Palace","Bani Park, Jaipur",Jaipur,Double Room1 extra-large double bedNo prepayment needed – ,310332.0,179993.0,21599.0,130339.0,7199.71,8.3,Very Good,No,963.0,YES,YES,YES
128,"The Hosteller Jaipur, Hathroi","Ajmer Road, Jaipur",Jaipur,Deluxe Double Room1 double bed,0.0,77732.0,9328.0,0.0,3109.29,7.9,Good,No,738.0,YES,NO,NO
129,Sarovar Premiere Jaipur,Jaipur,Jaipur,Deluxe King Room: Avail 20% discount on FNB & (1+1 Happy Hour from 1pm - 11pm on selected brands at Lattice Bar)1 double bed,0.0,134378.0,16125.0,0.0,5375.11,9.0,Superb,No,13.0,YES,NO,NO
130,Cygnett Style Ganga,Jaipur,Jaipur,Superior Double or Twin Room1 double bedNo prepayment needed – ,0.0,120400.0,14448.0,0.0,4816.0,9.0,Superb,No,345.0,YES,YES,NO
131,Blue King,"Bani Park, Jaipur",Jaipur,Budget Double Room1 large double bed,0.0,25172.0,3021.0,0.0,1006.89,6.4,Review Score,No,83.0,NO,NO,NO
132,Treebo Maharaja Residency,Jaipur,Jaipur,Double RoomMultiple bed typesNo prepayment needed – ,136502.0,79171.0,9501.0,57331.0,3166.86,6.1,Review Score,No,47.0,YES,YES,YES
133,FabHotel Shiv Rachna,Jaipur,Jaipur,Deluxe Room1 large double bed,67974.0,43503.0,5220.0,24471.0,1740.11,7.5,Good,No,36.0,YES,NO,NO
134,Chokhi Dhani The Ethnic 5-Star Deluxe Resort,"Tonk Road, Jaipur",Jaipur,Deluxe Room1 extra-large double bed,0.0,195972.0,23517.0,0.0,7838.89,5.7,Review Score,No,25.0,NO,NO,YES
135,Hotel LIV INN,Jaipur,Jaipur,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,0.0,52053.0,6246.0,0.0,2082.11,4.6,Review Score,No,46.0,YES,YES,NO
136,FabHotel Surya Palace,Jaipur,Jaipur,Deluxe Room1 double bed,70105.0,44867.0,6336.0,25238.0,1828.68,8.1,Very Good,No,452.0,YES,NO,NO
137,Umaid Haveli-A Heritage Style Hotel & Resort,"Amer, Jaipur",Jaipur,Royal Deluxe- Enjoy 20% Discount of Spa Services Beds: 1 double or 2 singlesNo prepayment needed – ,0.0,166600.0,19992.0,0.0,6664.0,6.1,Review Score,No,28.0,YES,YES,YES
138,FabExpress Aloft,Jaipur,Jaipur,Deluxe Room1 double bed,59494.0,38076.0,5521.0,21418.0,1557.04,3.6,Review Score,No,16.0,YES,NO,NO
139,Hotel C-9,Jaipur,Jaipur,Deluxe Double Room1 large double bedNo prepayment needed – ,0.0,30517.0,3662.0,0.0,1220.68,9.0,Superb,No,69.0,YES,YES,NO
140,"BOBY HOME STAY ""BOBY MANSION"" Jaipur",Jaipur,Jaipur,Deluxe Double Room1 double bedNo prepayment needed – ,0.0,46200.0,5544.0,0.0,1848.0,1.0,Review Score,No,0.0,YES,YES,NO
141,1rk available for stay or rent,"Tonk Road, Jaipur",Jaipur,"Two-Bedroom Apartment3 beds (2 doubles, 1 sofa bed)No prepayment needed – ",0.0,11876.0,1425.0,0.0,475.04,6.8,Review Score,No,243.0,YES,YES,NO
142,FabHotel Fly View,Jaipur,Jaipur,Deluxe Room1 double bed,49464.0,31657.0,4919.0,17807.0,1306.29,6.3,Review Score,No,14.0,YES,NO,NO
143,hotel ashoka,Jaipur,Jaipur,2×Single Room2 single bedsNo prepayment needed – ,0.0,54692.0,6563.0,0.0,2187.68,4.6,Review Score,No,14.0,YES,YES,NO
144,HOTEL METRO REGENCY INN,Jaipur,Jaipur,Deluxe Double Room1 large double bed,40040.0,25480.0,3058.0,14560.0,1019.21,9.8,Exceptional,No,5.0,YES,NO,NO
145,Hotel Sunday Inn,Jaipur,Jaipur,Deluxe Room1 extra-large double bed,0.0,42000.0,5040.0,0.0,1680.0,5.6,Review Score,No,62.0,YES,NO,NO
146,Wlecome Grand Anukampa,"Shyam Nagar, Jaipur",Jaipur,Apartment1 double bedNo prepayment needed – ,0.0,89572.0,10749.0,0.0,3582.89,1.0,Review Score,No,3.0,YES,YES,NO
147,Super Collection O Govind Marg,"Shyam Nagar, Jaipur",Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,88091.0,57259.0,7585.0,30832.0,2315.86,3.8,Review Score,No,11.0,YES,YES,NO
148,Super My Stay Residency,"Malviya Nagar, Jaipur",Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,59911.0,38942.0,5625.0,20969.0,1591.68,0.0,Not Available,No,0.0,YES,YES,NO
149,Super Collection O Banipark formerly Arena Villas,Jaipur,Jaipur,Classic Triple Room1 large double bedNo prepayment needed – ,70043.0,45528.0,6415.0,24515.0,1855.11,0.0,Not Available,No,0.0,YES,YES,NO
150,"The Hosteller Rishikesh, Upper Tapovan","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 double bed,0.0,69790.0,8375.0,0.0,2791.61,8.4,Very Good,YES,0.0,YES,NO,NO
151,Hotel Royale Hills By RSP Vista Hotels & Resorts,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Room1 large double bedNo prepayment needed – ,0.0,98000.0,11760.0,0.0,3920.0,9.0,Superb,YES,0.0,YES,YES,NO
152,Joey's By The Ganges,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Ganga View Double Room1 extra-large double bed,0.0,155686.0,18682.0,0.0,6227.43,8.7,Fabulous,YES,736.0,YES,NO,NO
153,ISOL Nature Resort,Rishīkesh,Rishīkesh,"Deluxe Triple Room2 beds (1 single, 1 extra-large double)No prepayment needed – ",0.0,118300.0,14196.0,0.0,4732.0,9.1,Superb,YES,25.0,YES,YES,NO
154,Bonfire Hostels Rishikesh,Rishīkesh,Rishīkesh,Standard Queen Room1 extra-large double bed,0.0,68491.0,8219.0,0.0,2739.64,8.3,Very Good,YES,201.0,YES,NO,NO
155,Madpackers Rishikesh Laxman Jhula,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 double bed,0.0,280376.0,50468.0,0.0,11815.86,8.9,Fabulous,YES,565.0,YES,NO,NO
156,Back Stayz Hostel,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 large double bed,0.0,33497.0,4020.0,0.0,1339.89,8.7,Fabulous,YES,359.0,YES,NO,NO
157,"Prithvi Hotel Upper Tapovan - Aesthetic Rooms With Netflix, AC, Good Light, Free Airport Pickup for Min 7 Days Booking","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Queen Room1 single bedNo prepayment needed – ,0.0,69972.0,8397.0,0.0,2798.89,0.0,Not Available,YES,2.0,YES,YES,NO
158,Hotel Holy Vivasa,Rishīkesh,Rishīkesh,Deluxe Double Room1 extra-large double bed,0.0,166725.0,20007.0,0.0,6669.0,8.7,Fabulous,YES,294.0,NO,NO,NO
159,"The Hosteller Rishikesh, Ganges","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 double bed,0.0,78832.0,9460.0,0.0,3153.29,7.9,Good,YES,164.0,YES,NO,NO
160,The Blue Jay Hostel - Dorms & Rooms,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 extra-large double bed,0.0,137416.0,16490.0,0.0,5496.64,8.6,Fabulous,YES,0.0,YES,NO,NO
161,"Hide-In Rishikesh, Laxman Jhula","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Double Room with Garden View1 single bed,0.0,60465.0,7256.0,0.0,2418.61,8.0,Very Good,YES,174.0,YES,NO,NO
162,Perfectstayz Laxmi Heritage,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Junior SuitePrivate suite1 large double bedNo prepayment needed – ,0.0,128400.0,15408.0,0.0,5136.0,8.2,Very Good,YES,89.0,YES,YES,NO
163,Yogved Hospitality & Resort,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 double bed,199024.0,137327.0,16479.0,61697.0,5493.07,7.6,Good,YES,115.0,NO,NO,NO
164,Hotel Lords Valley Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 double bedNo prepayment needed – ,236000.0,153400.0,18408.0,82600.0,6136.0,9.6,Exceptional,YES,5.0,YES,YES,NO
165,HOG - House of Gypsy,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Budget Double Room1 large double bed,0.0,70542.0,8465.0,0.0,2821.68,8.1,Very Good,YES,327.0,YES,NO,NO
166,"Lamrin Boutique Cottages, Rishikesh",Rishīkesh,Rishīkesh,Superior Double Room1 extra-large double bed,0.0,367479.0,66146.0,0.0,15486.61,9.2,Superb,YES,129.0,YES,NO,YES
167,Hotel Dream Inn,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Room1 double bed,0.0,164255.0,19711.0,0.0,6570.21,8.0,Very Good,YES,75.0,YES,NO,NO
168,Joey's Hostel Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 extra-large double bed,0.0,59423.0,7131.0,0.0,2376.93,8.5,Very Good,YES,935.0,YES,NO,NO
169,Moustache Rishikesh Luxuria,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Twin Room2 single beds,0.0,153942.0,18473.0,0.0,6157.68,7.9,Good,YES,0.0,NO,NO,YES
170,"Hotel Nirvana Bliss, Behind Parmarth Niketan",Rishīkesh,Rishīkesh,Deluxe Room1 double bed,0.0,107240.0,12869.0,0.0,4289.61,8.1,Very Good,YES,49.0,NO,NO,NO
171,Montreal by Madhuban Inn,Rishīkesh,Rishīkesh,Deluxe Room1 extra-large double bed,0.0,144324.0,17319.0,0.0,5772.96,8.0,Very Good,YES,132.0,NO,NO,NO
172,Divya Hotel,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room with Fan1 large double bedNo prepayment needed – ,0.0,30023.0,3603.0,0.0,1200.93,8.1,Very Good,No,26.0,YES,YES,NO
173,Aloha On The Ganges by Leisure Hotels,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 68m²2 beds (1 extra-large double, 1 sofa bed)No prepayment needed – ",0.0,458190.0,82474.0,0.0,19309.43,7.9,Good,No,345.0,YES,YES,YES
174,Shalom Backpackers Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 double bedNo prepayment needed – ,0.0,72114.0,8654.0,0.0,2884.57,8.0,Very Good,No,903.0,YES,YES,NO
175,Euphoric River Resort,Rishīkesh,Rishīkesh,Deluxe Room1 double bed,182520.0,146016.0,17522.0,36504.0,5840.64,7.0,Good,No,332.0,YES,NO,NO
176,Hotel Ishan - A Ganges Riverside Retreat by Salvus,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Superior Double Room1 double bed,0.0,210000.0,25200.0,0.0,8400.0,7.7,Good,No,39.0,YES,NO,NO
177,"Skyard Premium, Tapovan","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Budget Double Room1 double bed,0.0,45335.0,5440.0,0.0,1813.39,7.9,Good,No,246.0,YES,NO,NO
178,Back Stayz laxman jhula Apartments,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,"Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 58m²3 beds (1 sofa bed, 2 large doubles)No prepayment needed – ",0.0,133261.0,15991.0,0.0,5330.43,0.0,Not Available,No,4.0,YES,YES,NO
179,Green View by Green Tree Hotels,Rishīkesh,Rishīkesh,Executive King1 double bed,180671.0,146343.0,17561.0,34328.0,5853.71,7.9,Good,No,496.0,NO,NO,NO
180,Terrakotta Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 extra-large double bed,0.0,182410.0,21889.0,0.0,7296.39,8.6,Fabulous,No,562.0,YES,NO,NO
181,"GANGA KINARE- A Riverside Boutique Resort, Rishikesh",Rishīkesh,Rishīkesh,Deluxe Room Partial River ViewBeds: 1 double or 2 singles,0.0,425600.0,76608.0,0.0,17936.0,8.7,Fabulous,No,339.0,YES,NO,YES
182,Shubhra Heights Rishikesh !! Near Laxman Jhulla # Near Bus Stand & Railway Station # Prime Location Tapovan,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Double Room1 extra-large double bedNo prepayment needed – ,0.0,140000.0,16800.0,0.0,5600.0,9.1,Superb,No,20.0,YES,YES,NO
183,PerfectStayz B2L Hills Tapovan,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,143000.0,64350.0,7722.0,78650.0,2574.0,7.5,Good,No,521.0,YES,YES,NO
184,Rudram Hotel Yoga & Ayurveda Retreat,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double or Twin Room with Balcony1 extra-large double bed,0.0,75600.0,9072.0,0.0,3024.0,8.9,Fabulous,No,444.0,NO,NO,NO
185,Yog Niketan By Sanskriti,Rishīkesh,Rishīkesh,Deluxe Ganga View 1 extra-large double bed,0.0,378000.0,68040.0,0.0,15930.0,8.9,Fabulous,No,444.0,YES,NO,YES
186,Nature Villa,Rishīkesh,Rishīkesh,Double Room1 large double bedNo prepayment needed – ,0.0,43435.0,5212.0,0.0,1737.39,8.1,Very Good,No,183.0,YES,YES,NO
187,Aloha Apartments by blissful Ganges,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double StudioEntire studio • 1 bathroom1 large double bed,0.0,284760.0,51257.0,0.0,12000.61,7.8,Good,No,197.0,YES,NO,NO
188,Sterling Palm Bliss - Rishikesh,Rishīkesh,Rishīkesh,Classic Double Room1 extra-large double bed,307494.0,276745.0,49814.0,30749.0,11662.82,8.4,Very Good,No,196.0,NO,NO,YES
189,Hotel The Vilana A Unit of JG Developers Rishikesh,Rishīkesh,Rishīkesh,Deluxe Double Room1 double bed,0.0,139972.0,16797.0,0.0,5598.89,8.0,Very Good,No,124.0,YES,NO,NO
190,Hotel Rishikesh Grand by Kool Stays,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 extra-large double bed,121030.0,96824.0,11619.0,24206.0,3872.96,6.2,Review Score,No,370.0,NO,NO,NO
191,Hotel Yog Vashishth,Rishīkesh,Rishīkesh,Superior Room1 extra-large double bed,0.0,116160.0,13939.0,0.0,4646.39,8.4,Very Good,No,149.0,YES,NO,NO
192,Taj Rishikesh Resort & Spa Uttarakhand,Rishīkesh,Rishīkesh,Superior King Room1 extra-large double bed,0.0,1152.0,207360.0,0.0,7446.86,9.2,Superb,No,190.0,YES,NO,YES
193,Arogyadham Wellness Retreat,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Classic Room1 extra-large double bed,148540.0,120317.0,14438.0,28223.0,4812.68,7.2,Good,No,149.0,NO,NO,NO
194,Pride Hotel And Resort Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Room1 large double bedNo prepayment needed – ,0.0,152880.0,18346.0,0.0,6115.21,8.2,Very Good,No,37.0,YES,YES,NO
195,Kinwani House by Aalia Collection,Rishīkesh,Rishīkesh,Junior Campaign SuitePrivate suite1 double bed,0.0,1253.0,225634.0,0.0,8103.11,0.0,Not Available,No,11.0,NO,NO,YES
196,Raj Cottage Ganga Vatika,Rishīkesh,Rishīkesh,Deluxe Double or Twin Room2 single beds,0.0,83276.0,9993.0,0.0,3331.04,9.2,Superb,No,199.0,YES,NO,YES
197,"Skyard Rishikesh, Laxman Jhula","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Budget Double Room1 double bed,0.0,68040.0,8165.0,0.0,2721.61,6.8,Review Score,No,358.0,NO,NO,NO
198,Antalya Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,King Room with Garden View1 single bed,0.0,235200.0,42336.0,0.0,9912.0,7.7,Good,No,71.0,YES,NO,NO
199,Hotel O Balaknath Temple Road Tapovan,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 large double bedNo prepayment needed – ,79718.0,51816.0,7170.0,27902.0,2106.64,6.4,Review Score,No,44.0,YES,YES,NO
200,Neemrana's Glasshouse on the Ganges,Rishīkesh,Rishīkesh,Hideaway Machan Room1 double bed,0.0,352800.0,63504.0,0.0,14868.0,8.6,Fabulous,No,183.0,YES,NO,YES
201,Super Hotel O Tapovan Rise cottages and cafe,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Classic Triple Room1 large double bedNo prepayment needed – ,104854.0,68155.0,9131.0,36699.0,2760.21,8.3,Very Good,No,14.0,YES,YES,NO
202,The Tapovan Hills,Rishīkesh,Rishīkesh,Deluxe King Room1 double bedNo prepayment needed – ,0.0,55637.0,6676.0,0.0,2225.46,7.6,Good,No,148.0,YES,YES,YES
203,The Neeraj Naturecure On Ganga,Rishīkesh,Rishīkesh,Deluxe Room1 double bed,0.0,226800.0,40824.0,0.0,9558.0,8.0,Very Good,No,44.0,YES,NO,YES
204,The Neeraj River Forest Resort Ayurvedic Wellness Center,Rishīkesh,Rishīkesh,Superior Double Room1 double bed,203228.0,164615.0,19754.0,38613.0,6584.61,7.9,Good,No,105.0,YES,NO,NO
205,Rishikesh holiday Home,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room (2 Adults + 1 Child)2 double beds,0.0,31654.0,3798.0,0.0,1266.14,8.6,Fabulous,No,24.0,NO,NO,NO
206,"Hotel Dhakad Gold - Tapovan, Rishikesh","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 large double bedNo prepayment needed – ,0.0,91800.0,11016.0,0.0,3672.0,7.7,Good,No,61.0,YES,YES,NO
207,Kunwar Residency,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 double bed,0.0,129916.0,15590.0,0.0,5196.64,8.1,Very Good,No,110.0,YES,NO,NO
208,Live Free Hostel Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 double bed,0.0,68780.0,8254.0,0.0,2751.21,8.5,Very Good,No,971.0,YES,NO,NO
209,Hotel O Tapovan Near Deacon Valley,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Standard Double Room1 large double bedNo prepayment needed – ,65839.0,42795.0,6087.0,23044.0,1745.79,5.9,Review Score,No,42.0,YES,YES,NO
210,The Ayali Riverside Resort,Rishīkesh,Rishīkesh,Double Room1 extra-large double bed,0.0,222000.0,39960.0,0.0,9355.71,8.7,Fabulous,No,67.0,YES,NO,NO
211,The Naga Rishikesh,Rishīkesh,Rishīkesh,Deluxe Room1 double bedNo prepayment needed – ,0.0,151200.0,18144.0,0.0,6048.0,7.7,Good,No,71.0,YES,YES,NO
212,MR River Resort - Mohanchatti Rishikesh,Rishīkesh,Rishīkesh,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,347735.0,243414.0,43815.0,104321.0,10258.18,9.2,Superb,No,32.0,YES,YES,YES
213,"FabHotel Yamunotri Retreat, Tapovan","River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Room1 double bedNo prepayment needed – ,0.0,79993.0,10719.0,0.0,3239.71,7.7,Good,No,136.0,YES,YES,NO
214,Super Townhouse Oak Tapovan,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Classic Triple Room1 large double bedNo prepayment needed – ,104357.0,67832.0,9092.0,36525.0,2747.29,6.1,Review Score,No,68.0,YES,YES,NO
215,Hotel The Mountain View,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Budget Double Room1 large double bedNo prepayment needed – ,0.0,100775.0,12093.0,0.0,4031.0,8.0,Very Good,No,201.0,YES,YES,NO
216,Hotel Foothill by Around stays,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room1 double bedNo prepayment needed – ,0.0,64260.0,7711.0,0.0,2570.39,7.5,Good,No,34.0,YES,YES,NO
217,Yogvan Luxury 1BHK Apartments Tapovan Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,"Studio with BalconyEntire studio • 1 bathroom • 1 kitchen • 48m²3 beds (1 extra-large double, 2 sofa beds)",0.0,70050.0,8406.0,0.0,2802.0,9.1,Superb,No,55.0,YES,NO,NO
218,"Atali Ganga Resort, Rishikesh",Rishīkesh,Rishīkesh,"Independent Cottage with Pvt Patio - Morning & evening tea with cookies,Welcome drink upon arrival, One complimentary hike amidst nature, One yoga session, 15% discount on food and beverageEntire bungalow • 1 bedroom • 1 bathroom • 23m²2 beds (1 large double, 1 futon)",482500.0,434250.0,78165.0,48250.0,18300.54,8.7,Fabulous,No,16.0,YES,NO,YES
219,Traveller's Paradise-Mountain View By Around Stays,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Double Room with Balcony1 double bedNo prepayment needed – ,0.0,71400.0,8568.0,0.0,2856.0,7.8,Good,No,14.0,YES,YES,NO
220,The Neeraj Ganga Heritage Palace,Rishīkesh,Rishīkesh,Deluxe Double Room1 extra-large double bed,0.0,294840.0,53071.0,0.0,12425.39,8.3,Very Good,No,108.0,YES,NO,YES
221,Holy River Hotel,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,Deluxe Room1 extra-large double bedNo prepayment needed – ,0.0,146832.0,17620.0,0.0,5873.29,8.9,Fabulous,No,144.0,YES,YES,NO
222,Anand Kashi by the Ganges Rishikesh - IHCL Seleqtions,Rishīkesh,Rishīkesh,Deluxe Room with Ganges View1 extra-large double bed,0.0,1386.0,249480.0,0.0,8959.5,9.5,Exceptional,No,84.0,YES,NO,YES
223,"Raga on the Ganges, Rishikesh",Rishīkesh,Rishīkesh,Mountain View RoomMultiple bed types,0.0,433994.0,78119.0,0.0,18289.75,8.3,Very Good,No,180.0,YES,NO,YES
224,Yogvan Holidays 1BHK Apartments Tapovan Rishikesh,"River Rafting in Rishikesh, Rishīkesh",Rishīkesh,"One-Bedroom Premium ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 67m²3 beds (1 extra-large double, 2 sofa beds)",0.0,73220.0,8786.0,0.0,2928.79,8.9,Fabulous,No,35.0,NO,NO,NO
225,Hotel Royal Tej Plaza Near IGI Airport Delhi,New Delhi,New+Delhi,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,57935.0,23174.0,2781.0,34761.0,926.96,7.0,Good,No,54.0,YES,YES,YES
226,Hotel J Joy - Karol Bagh,"Karol bagh, New Delhi",New+Delhi,Deluxe King Room1 extra-large double bedNo prepayment needed – ,0.0,21785.0,2614.0,0.0,871.39,7.2,Good,No,9.0,YES,YES,NO
227,Hotel Comfort Palace - Paschim Vihar,"West Delhi, New Delhi",New+Delhi,Double Room with Private Bathroom1 extra-large double bedNo prepayment needed – ,0.0,46648.0,5598.0,0.0,1865.93,6.8,Review Score,No,200.0,YES,YES,NO
228,Hotel Sita International,"Paharganj, New Delhi",New+Delhi,Deluxe Double or Twin RoomBeds: 1 double or 2 singlesNo prepayment needed – ,137200.0,43904.0,5268.0,93296.0,1756.14,6.5,Review Score,No,238.0,YES,YES,NO
229,Bunk Hostel Delhi Best Backpacking Accommodation,"Paharganj, New Delhi",New+Delhi,Deluxe Double Room1 large double bedNo prepayment needed – ,0.0,80920.0,9710.0,0.0,3236.79,8.2,Very Good,No,5.0,YES,YES,NO
230,Hotel Tej Palace Delhi Airport,New Delhi,New+Delhi,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,0.0,62698.0,7524.0,0.0,2507.93,9.2,Superb,No,5.0,YES,YES,YES
231,FabHotel RS Gera - Nr Nehru Place Market,New Delhi,New+Delhi,Deluxe Room1 double bedNo prepayment needed – ,73594.0,47100.0,6772.0,26494.0,1924.0,9.4,Superb,No,0.0,YES,YES,NO
232,Holiday Inn New Delhi International Airport by IHG,"Aerocity, New Delhi",New+Delhi,Standard King Room - Disability Access1 extra-large double bed,0.0,313760.0,62752.0,0.0,13446.86,3.9,Review Score,No,33.0,NO,NO,NO
233,FabExpress The Arrow,"Greater Kailash 1, New Delhi",New+Delhi,Deluxe Room1 double bedNo prepayment needed – ,0.0,80211.0,10577.0,0.0,3242.43,6.6,Review Score,No,42.0,YES,YES,NO
234,Hotel Classy - Nizamuddin Railway Station,New Delhi,New+Delhi,King Room with Balcony1 extra-large double bedNo prepayment needed – ,0.0,22568.0,2708.0,0.0,902.71,7.0,Good,No,0.0,YES,YES,NO
235,ibis New Delhi Aerocity - An Accor Brand,"Aerocity, New Delhi",New+Delhi,Standard Queen Room1 large double bed,0.0,218800.0,39384.0,0.0,9220.86,0.0,Not Available,No,0.0,YES,NO,NO
236,Hotel SSD Tork Plaza Near IGI Airport Delhi,New Delhi,New+Delhi,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,88175.0,35270.0,4232.0,52905.0,1410.79,9.0,Superb,No,2.0,YES,YES,YES
237,Arnav Home,"Rohini, New Delhi",New+Delhi,"Deluxe One-Bedroom Apartment with City ViewEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 200 m²2 beds (1 single, 1 extra-large double)No prepayment needed – ",0.0,56000.0,6720.0,0.0,2240.0,8.9,Fabulous,No,61.0,YES,YES,NO
238,Hotel Geet Deluxe at New Delhi Railway Station,"Paharganj, New Delhi",New+Delhi,Deluxe Double Room1 double bedNo prepayment needed – ,0.0,75600.0,9072.0,0.0,3024.0,8.5,Very Good,No,271.0,YES,YES,NO
239,Family Hotel Leo,"Paharganj, New Delhi",New+Delhi,Budget Double Room1 large double bedNo prepayment needed – ,0.0,23800.0,2856.0,0.0,952.0,7.1,Good,No,29.0,YES,YES,NO
240,Cp Villa - Rooms with Patio,New Delhi,New+Delhi,"King Room with Balcony3 beds (1 extra-large double, 2 futons)",0.0,166600.0,19992.0,0.0,6664.0,7.6,Good,No,40.0,YES,NO,NO
241,Hotel Royal Villa Luxury Rooms In Hauz Khas,"Hauz Khas, New Delhi",New+Delhi,Superior King Room1 extra-large double bedNo prepayment needed – ,0.0,28050.0,3366.0,0.0,1122.0,6.0,Review Score,No,0.0,YES,YES,NO
242,Hotel TEJ Plaza Near IGI Airport Delhi,"Aerocity, New Delhi",New+Delhi,Deluxe Double Room1 extra-large double bedNo prepayment needed – ,81172.0,20293.0,2435.0,60879.0,811.71,9.3,Superb,No,339.0,YES,YES,YES
243,Hotel BMK BY JPM - Greater Kailash,New Delhi,New+Delhi,One-Bedroom Apartment1 double bedNo prepayment needed – ,0.0,71400.0,8568.0,0.0,2856.0,5.8,Review Score,No,0.0,YES,YES,NO
